nftId,fileName,cardId,name,bitcoinText,sticker,fortune,power,rarity
252,0252.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,2B in Bitcoin,1,Rare
253,0253.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,5B in Bitcoin,10,Super Rare
254,0254.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,8,Rare
255,0255.webp,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,10B in Bitcoin,10,Common
256,0256.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,8,Uncommon
257,0257.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,5B in Bitcoin,8,Rare
258,0258.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,5B in Bitcoin,1,Uncommon
259,0259.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,1B in Bitcoin,8,Uncommon
260,0260.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,10B in Bitcoin,10,Super Rare
261,0261.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,1B in Bitcoin,1,Uncommon
262,0262.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,5B in Bitcoin,8,Common
263,0263.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,5,Common
264,0264.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,10B in Bitcoin,1,Rare
265,0265.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,2B in Bitcoin,5,Uncommon
266,0266.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,5B in Bitcoin,3,Super Rare
267,0267.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,2,Uncommon
268,0268.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,5B in Bitcoin,3,Super Rare
269,0269.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,6,Common
270,0270.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,10B in Bitcoin,2,Rare
271,0271.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,1B in Bitcoin,9,Common
272,0272.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,1B in Bitcoin,4,Ultra Rare
273,0273.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,5B in Bitcoin,5,Common
274,0274.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,2,Ultra Rare
275,0275.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,10,Rare
276,0276.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,8,Uncommon
277,0277.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,2B in Bitcoin,10,Common
278,0278.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,5B in Bitcoin,3,Uncommon
279,0279.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,1,Common
280,0280.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,1B in Bitcoin,1,Ultra Rare
281,0281.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,5B in Bitcoin,10,Common
282,0282.webp,100,Horatio Montclair,Bitcoin: master destiny!,Coin,1B in Bitcoin,4,Ultra Rare
283,0283.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,10B in Bitcoin,10,Common
284,0284.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,5B in Bitcoin,3,Common
285,0285.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,4,Common
286,0286.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,5B in Bitcoin,10,Common
287,0287.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,2B in Bitcoin,9,Rare
288,0288.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,1,Rare
289,0289.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,9,Uncommon
290,0290.webp,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,1B in Bitcoin,6,Uncommon
291,0291.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,50B in Bitcoin,1,Uncommon
292,0292.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,3,Common
293,0293.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,4,Common
294,0294.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,2,Uncommon
295,0295.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,2,Rare
296,0296.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,1B in Bitcoin,8,Common
297,0297.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,7,Common
298,0298.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,8,Uncommon
299,0299.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,7,Super Rare
300,0300.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,9,Common
301,0301.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,5,Rare
302,0302.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,9,Uncommon
303,0303.webp,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,5B in Bitcoin,2,Common
304,0304.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,10B in Bitcoin,6,Uncommon
305,0305.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,3,Uncommon
306,0306.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,1B in Bitcoin,2,Rare
307,0307.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,2B in Bitcoin,6,Rare
308,0308.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,5B in Bitcoin,9,Super Rare
309,0309.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,5,Uncommon
310,0310.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,1B in Bitcoin,6,Common
311,0311.webp,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,1,Ultra Rare
312,0312.webp,13,Nathan Ellington,Bitcoin: tech hero!,Orange,5B in Bitcoin,4,Rare
313,0313.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,3,Uncommon
314,0314.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,2B in Bitcoin,5,Uncommon
315,0315.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,9,Super Rare
316,0316.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,8,Common
317,0317.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,5B in Bitcoin,1,Common
318,0318.webp,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,6,Uncommon
319,0319.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,5,Common
320,0320.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,4,Uncommon
321,0321.webp,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,5B in Bitcoin,5,Uncommon
322,0322.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,5B in Bitcoin,1,Uncommon
323,0323.webp,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,5B in Bitcoin,7,Common
324,0324.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,1B in Bitcoin,2,Common
325,0325.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,2B in Bitcoin,10,Common
326,0326.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,2,Common
327,0327.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,3,Rare
328,0328.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,1,Rare
329,0329.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,5B in Bitcoin,3,Legendary
330,0330.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,1B in Bitcoin,8,Common
331,0331.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,1B in Bitcoin,1,Rare
332,0332.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,1B in Bitcoin,10,Super Rare
333,0333.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,9,Common
334,0334.webp,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,1B in Bitcoin,6,Uncommon
335,0335.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,7,Common
336,0336.webp,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,50B in Bitcoin,7,Rare
337,0337.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,5B in Bitcoin,3,Ultra Rare
338,0338.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,5B in Bitcoin,8,Rare
339,0339.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,5B in Bitcoin,6,Super Rare
340,0340.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,2B in Bitcoin,9,Uncommon
341,0341.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,10B in Bitcoin,7,Common
342,0342.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,9,Common
343,0343.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,50B in Bitcoin,3,Common
344,0344.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,5B in Bitcoin,9,Super Rare
345,0345.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,1B in Bitcoin,7,Uncommon
346,0346.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,5B in Bitcoin,6,Common
347,0347.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,50B in Bitcoin,1,Common
348,0348.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,6,Common
349,0349.webp,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,1B in Bitcoin,10,Common
350,0350.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,5,Uncommon
351,0351.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,5,Common
352,0352.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,9,Uncommon
353,0353.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,7,Uncommon
354,0354.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,5B in Bitcoin,1,Common
355,0355.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,7,Uncommon
356,0356.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,10B in Bitcoin,9,Uncommon
357,0357.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,10B in Bitcoin,6,Ultra Rare
358,0358.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,10B in Bitcoin,8,Ultra Rare
359,0359.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,100B in Bitcoin,5,Rare
360,0360.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,5B in Bitcoin,1,Common
361,0361.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,10B in Bitcoin,4,Common
362,0362.webp,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,1B in Bitcoin,10,Common
363,0363.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,4,Super Rare
364,0364.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,1B in Bitcoin,6,Common
365,0365.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,2B in Bitcoin,9,Common
366,0366.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,10B in Bitcoin,10,Common
367,0367.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,5B in Bitcoin,4,Uncommon
368,0368.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,5B in Bitcoin,5,Uncommon
369,0369.webp,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,10B in Bitcoin,10,Common
370,0370.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,9,Common
371,0371.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,5B in Bitcoin,5,Common
372,0372.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,5,Ultra Rare
373,0373.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,2B in Bitcoin,3,Common
374,0374.webp,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,50B in Bitcoin,5,Uncommon
375,0375.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,2B in Bitcoin,10,Common
376,0376.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,10B in Bitcoin,2,Common
377,0377.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,10B in Bitcoin,4,Rare
378,0378.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,4,Common
379,0379.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,1B in Bitcoin,4,Common
380,0380.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,5B in Bitcoin,7,Common
381,0381.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,2B in Bitcoin,2,Uncommon
382,0382.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,2B in Bitcoin,10,Common
383,0383.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,5B in Bitcoin,9,Uncommon
384,0384.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,5B in Bitcoin,10,Common
385,0385.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,2B in Bitcoin,1,Rare
386,0386.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,10,Ultra Rare
387,0387.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,2B in Bitcoin,1,Uncommon
388,0388.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,4,Rare
389,0389.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,5B in Bitcoin,4,Rare
390,0390.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,5B in Bitcoin,2,Common
391,0391.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,2,Rare
392,0392.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,10B in Bitcoin,1,Super Rare
393,0393.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,2B in Bitcoin,7,Common
394,0394.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,5B in Bitcoin,10,Rare
395,0395.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,1B in Bitcoin,4,Uncommon
396,0396.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,4,Uncommon
397,0397.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,8,Uncommon
398,0398.webp,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,1B in Bitcoin,10,Common
399,0399.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,5B in Bitcoin,3,Super Rare
400,0400.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,5B in Bitcoin,6,Uncommon
401,0401.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,1B in Bitcoin,3,Uncommon
402,0402.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,1B in Bitcoin,2,Uncommon
403,0403.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,9,Super Rare
404,0404.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,1B in Bitcoin,7,Super Rare
405,0405.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,10B in Bitcoin,3,Uncommon
406,0406.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,1B in Bitcoin,2,Common
407,0407.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,1,Common
408,0408.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,2,Common
409,0409.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,6,Uncommon
410,0410.webp,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,1B in Bitcoin,5,Common
411,0411.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,1B in Bitcoin,8,Common
412,0412.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,8,Common
413,0413.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,10B in Bitcoin,10,Rare
414,0414.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,5B in Bitcoin,6,Rare
415,0415.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,1B in Bitcoin,1,Common
416,0416.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,5,Common
417,0417.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,1B in Bitcoin,7,Uncommon
418,0418.webp,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,1B in Bitcoin,6,Uncommon
419,0419.webp,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,1B in Bitcoin,3,Common
420,0420.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,1B in Bitcoin,7,Uncommon
421,0421.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,4,Common
422,0422.webp,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,100B in Bitcoin,7,Common
423,0423.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,1B in Bitcoin,4,Uncommon
424,0424.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,4,Uncommon
425,0425.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,2B in Bitcoin,6,Common
426,0426.webp,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,5,Uncommon
427,0427.webp,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,5B in Bitcoin,6,Common
428,0428.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,3,Uncommon
429,0429.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,100B in Bitcoin,9,Legendary
430,0430.webp,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,1B in Bitcoin,3,Uncommon
431,0431.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,50B in Bitcoin,6,Rare
432,0432.webp,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,2,Rare
433,0433.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,10B in Bitcoin,3,Rare
434,0434.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,5,Common
435,0435.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,2B in Bitcoin,6,Rare
436,0436.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,2B in Bitcoin,9,Common
437,0437.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,10,Uncommon
438,0438.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,5,Ultra Rare
439,0439.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,5B in Bitcoin,1,Uncommon
440,0440.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,2B in Bitcoin,8,Super Rare
441,0441.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,5B in Bitcoin,8,Rare
442,0442.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,10B in Bitcoin,6,Super Rare
443,0443.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,1B in Bitcoin,1,Common
444,0444.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,2B in Bitcoin,2,Legendary
445,0445.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,10B in Bitcoin,5,Uncommon
446,0446.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,10B in Bitcoin,5,Common
447,0447.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,1B in Bitcoin,7,Super Rare
448,0448.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,9,Common
449,0449.webp,100,Horatio Montclair,Bitcoin: master destiny!,Coin,1B in Bitcoin,5,Super Rare
450,0450.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,1B in Bitcoin,9,Common
451,0451.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,1B in Bitcoin,1,Common
452,0452.webp,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,1B in Bitcoin,10,Common
453,0453.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,3,Common
454,0454.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,3,Common
455,0455.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,1B in Bitcoin,10,Common
456,0456.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,1,Uncommon
457,0457.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,8,Common
458,0458.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,1B in Bitcoin,1,Common
459,0459.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,1B in Bitcoin,10,Common
460,0460.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,1B in Bitcoin,7,Common
461,0461.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,5B in Bitcoin,1,Uncommon
462,0462.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,8,Uncommon
463,0463.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,9,Common
464,0464.webp,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,3,Rare
465,0465.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,5B in Bitcoin,5,Uncommon
466,0466.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,1B in Bitcoin,2,Common
467,0467.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,5B in Bitcoin,4,Uncommon
468,0468.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,2B in Bitcoin,4,Super Rare
469,0469.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,50B in Bitcoin,3,Rare
470,0470.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,2B in Bitcoin,5,Common
471,0471.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,2B in Bitcoin,8,Uncommon
472,0472.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,10B in Bitcoin,8,Uncommon
473,0473.webp,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,10,Uncommon
474,0474.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,5B in Bitcoin,3,Rare
475,0475.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,9,Uncommon
476,0476.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,1,Super Rare
477,0477.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,8,Uncommon
478,0478.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,5B in Bitcoin,4,Uncommon
479,0479.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,9,Common
480,0480.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,8,Common
481,0481.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,10B in Bitcoin,6,Ultra Rare
482,0482.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,1B in Bitcoin,10,Common
483,0483.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,10B in Bitcoin,6,Uncommon
484,0484.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,5,Uncommon
485,0485.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,5B in Bitcoin,6,Common
486,0486.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,5B in Bitcoin,6,Common
487,0487.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,1B in Bitcoin,3,Common
488,0488.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,1B in Bitcoin,8,Common
489,0489.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,4,Common
490,0490.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,5B in Bitcoin,1,Uncommon
491,0491.webp,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,5B in Bitcoin,7,Common
492,0492.webp,9,Felix Harrington,Bitcoin: click to change!,Coin,5B in Bitcoin,4,Common
493,0493.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,5,Uncommon
494,0494.webp,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,7,Common
495,0495.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,7,Super Rare
496,0496.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,2B in Bitcoin,3,Uncommon
497,0497.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,6,Super Rare
498,0498.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,5B in Bitcoin,3,Uncommon
499,0499.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,2B in Bitcoin,1,Common
500,0500.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,10B in Bitcoin,7,Uncommon
501,0501.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,4,Common
502,0502.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,10B in Bitcoin,3,Uncommon
503,0503.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,8,Uncommon
