nftId,Card Id,Name,Bitcoin Text,Sticker,Fortune,Power,Rarity
282,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,1,Common
283,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,1B in Bitcoin,2,Common
284,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,9,Uncommon
285,10,Simon Redwood,Bitcoin: freedom now!,Palm,10B in Bitcoin,9,Common
286,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,1,Common
287,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,5B in Bitcoin,9,Uncommon
288,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,5,Common
289,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,2,Uncommon
290,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,8,Uncommon
291,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,5,Rare
292,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,3,Ultra Rare
293,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,5,Uncommon
294,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,10,Ultra Rare
295,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,5B in Bitcoin,6,Common
296,87,Alistair Sterling,Bitcoin: no tricks!,Palm,10B in Bitcoin,1,Uncommon
297,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,50B in Bitcoin,9,Common
298,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,2B in Bitcoin,1,Uncommon
299,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,1B in Bitcoin,8,Common
300,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,9,Uncommon
301,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,5B in Bitcoin,10,Common
302,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,10B in Bitcoin,6,Ultra Rare
303,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,5B in Bitcoin,9,Uncommon
304,15,Hugo Sterling,Bitcoin lights the way!,Rocket,10B in Bitcoin,3,Common
305,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,10B in Bitcoin,9,Common
306,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,10B in Bitcoin,5,Common
307,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,10B in Bitcoin,1,Uncommon
308,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,5B in Bitcoin,9,Common
309,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,5B in Bitcoin,3,Uncommon
310,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,50B in Bitcoin,3,Rare
311,45,Wilfred Sterling,Bitcoin: golden key!,Palm,1B in Bitcoin,2,Uncommon
312,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,5B in Bitcoin,7,Uncommon
313,15,Hugo Sterling,Bitcoin lights the way!,Rocket,50B in Bitcoin,7,Uncommon
314,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,1B in Bitcoin,5,Super Rare
315,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,5B in Bitcoin,7,Legendary
316,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,5B in Bitcoin,5,Common
317,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,2,Rare
318,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,50B in Bitcoin,9,Uncommon
319,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,6,Rare
320,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,10B in Bitcoin,9,Common
321,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,3,Common
322,10,Simon Redwood,Bitcoin: freedom now!,Palm,5B in Bitcoin,4,Uncommon
323,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,2B in Bitcoin,10,Common
324,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,9,Rare
325,9,Felix Harrington,Bitcoin: click to change!,Coin,1B in Bitcoin,1,Common
326,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,5B in Bitcoin,6,Rare
327,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,5B in Bitcoin,10,Uncommon
328,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,10B in Bitcoin,3,Common
329,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,5B in Bitcoin,3,Rare
330,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,50B in Bitcoin,3,Legendary
331,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,1,Rare
332,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,6,Common
333,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,2,Rare
334,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,1B in Bitcoin,3,Uncommon
335,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,9,Super Rare
336,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,5B in Bitcoin,10,Rare
337,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,8,Rare
338,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,50B in Bitcoin,4,Uncommon
339,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,5B in Bitcoin,2,Common
340,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,9,Common
341,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,9,Rare
342,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,1B in Bitcoin,2,Super Rare
343,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,10B in Bitcoin,1,Common
344,23,Tobias Sinclair,Bitcoin: magical money!,Coin,5B in Bitcoin,9,Uncommon
345,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,2B in Bitcoin,6,Uncommon
346,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,5B in Bitcoin,10,Uncommon
347,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,2,Uncommon
348,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,10B in Bitcoin,1,Rare
349,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,4,Common
350,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,10,Uncommon
351,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,4,Common
352,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,5,Common
353,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,2,Rare
354,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,5,Uncommon
355,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,1,Rare
356,13,Nathan Ellington,Bitcoin: tech hero!,Orange,5B in Bitcoin,8,Uncommon
357,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,4,Rare
358,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,1B in Bitcoin,7,Uncommon
359,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,50B in Bitcoin,2,Rare
360,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,8,Common
361,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,1B in Bitcoin,5,Uncommon
362,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,10B in Bitcoin,8,Common
363,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,5B in Bitcoin,2,Uncommon
364,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,1,Common
365,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,10B in Bitcoin,9,Common
366,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,4,Ultra Rare
367,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,5B in Bitcoin,6,Super Rare
368,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,5B in Bitcoin,2,Uncommon
369,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,5B in Bitcoin,1,Common
370,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,1B in Bitcoin,4,Common
371,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,1B in Bitcoin,8,Common
372,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,100B in Bitcoin,4,Super Rare
373,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,5B in Bitcoin,2,Uncommon
374,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,1B in Bitcoin,9,Ultra Rare
375,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,1B in Bitcoin,9,Super Rare
376,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,2B in Bitcoin,9,Rare
377,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,5B in Bitcoin,9,Common
378,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,1B in Bitcoin,3,Uncommon
379,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,5B in Bitcoin,8,Uncommon
380,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,9,Uncommon
381,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,9,Uncommon
382,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,50B in Bitcoin,4,Super Rare
383,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,1B in Bitcoin,8,Common
384,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,50B in Bitcoin,1,Common
385,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,5B in Bitcoin,6,Common
386,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,5B in Bitcoin,8,Common
387,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,4,Common
388,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,2,Super Rare
389,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,5B in Bitcoin,6,Common
390,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,10B in Bitcoin,5,Common
391,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,5B in Bitcoin,10,Common
392,23,Tobias Sinclair,Bitcoin: magical money!,Coin,5B in Bitcoin,2,Uncommon
393,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,5,Common
394,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,4,Uncommon
395,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,10B in Bitcoin,5,Uncommon
396,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,100B in Bitcoin,9,Super Rare
397,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,5B in Bitcoin,10,Ultra Rare
398,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,10B in Bitcoin,2,Uncommon
399,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,1,Common
400,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,5B in Bitcoin,2,Rare
401,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,5B in Bitcoin,4,Common
402,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,5B in Bitcoin,4,Common
403,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,10B in Bitcoin,6,Common
404,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,2B in Bitcoin,1,Uncommon
405,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,10B in Bitcoin,10,Uncommon
406,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,2B in Bitcoin,2,Common
407,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,3,Common
408,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,10B in Bitcoin,5,Common
409,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,1B in Bitcoin,4,Common
410,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,10B in Bitcoin,7,Rare
411,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,4,Uncommon
412,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,5B in Bitcoin,3,Uncommon
413,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,4,Common
414,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,5B in Bitcoin,6,Common
415,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,7,Rare
416,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,5B in Bitcoin,8,Uncommon
417,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,5B in Bitcoin,2,Common
418,87,Alistair Sterling,Bitcoin: no tricks!,Palm,2B in Bitcoin,4,Uncommon
419,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,5B in Bitcoin,10,Rare
420,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,10B in Bitcoin,6,Common
421,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,5B in Bitcoin,9,Uncommon
422,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,10B in Bitcoin,8,Uncommon
423,87,Alistair Sterling,Bitcoin: no tricks!,Palm,2B in Bitcoin,3,Uncommon
424,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,9,Uncommon
425,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,9,Uncommon
426,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,2B in Bitcoin,9,Uncommon
427,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,1B in Bitcoin,5,Uncommon
428,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,5B in Bitcoin,1,Rare
429,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,1,Uncommon
430,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,8,Uncommon
431,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,5B in Bitcoin,6,Legendary
432,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,10B in Bitcoin,7,Common
433,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,1B in Bitcoin,1,Ultra Rare
434,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,8,Uncommon
435,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,5B in Bitcoin,5,Uncommon
436,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,50B in Bitcoin,3,Uncommon
437,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,5B in Bitcoin,2,Common
438,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,4,Uncommon
439,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,5B in Bitcoin,2,Common
440,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,10B in Bitcoin,6,Rare
441,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,4,Common
442,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,1B in Bitcoin,10,Rare
443,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,5B in Bitcoin,6,Super Rare
444,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,1B in Bitcoin,8,Rare
445,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,5B in Bitcoin,6,Uncommon
446,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,1B in Bitcoin,9,Common
447,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,1,Super Rare
448,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,1B in Bitcoin,4,Super Rare
449,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,5B in Bitcoin,4,Super Rare
450,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,5,Uncommon
451,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,5,Uncommon
452,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,1B in Bitcoin,8,Uncommon
453,45,Wilfred Sterling,Bitcoin: golden key!,Palm,10B in Bitcoin,9,Common
454,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,5B in Bitcoin,5,Rare
455,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,2B in Bitcoin,6,Common
456,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,2B in Bitcoin,9,Uncommon
457,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,3,Super Rare
458,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,2B in Bitcoin,6,Common
459,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,5B in Bitcoin,9,Uncommon
460,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,5B in Bitcoin,5,Common
461,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,1B in Bitcoin,5,Uncommon
462,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,3,Uncommon
463,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,6,Rare
464,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,10B in Bitcoin,9,Uncommon
465,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,3,Uncommon
466,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,50B in Bitcoin,9,Rare
467,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,5B in Bitcoin,1,Common
468,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,1,Uncommon
469,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,5B in Bitcoin,8,Common
470,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,9,Common
471,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,2,Uncommon
472,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,5B in Bitcoin,10,Ultra Rare
473,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,5,Uncommon
474,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,2B in Bitcoin,7,Super Rare
475,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,10,Rare
476,2,Bruno Driscoll,Bitcoin: magic money!,Coin,10B in Bitcoin,10,Uncommon
477,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,5B in Bitcoin,10,Uncommon
478,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,1B in Bitcoin,6,Rare
479,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,5,Common
480,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,1B in Bitcoin,4,Common
481,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,5B in Bitcoin,1,Common
482,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,10B in Bitcoin,5,Super Rare
483,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,2B in Bitcoin,8,Rare
484,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,5B in Bitcoin,9,Rare
485,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,10,Rare
486,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,10B in Bitcoin,1,Uncommon
487,9,Felix Harrington,Bitcoin: click to change!,Coin,5B in Bitcoin,1,Common
488,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,6,Uncommon
489,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,6,Ultra Rare
490,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,5,Common
491,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,1,Common
492,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,6,Ultra Rare
493,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,1B in Bitcoin,5,Common
494,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,10B in Bitcoin,5,Uncommon
495,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,10,Uncommon
496,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,6,Rare
497,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,5B in Bitcoin,2,Super Rare
498,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,2,Common
499,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,10B in Bitcoin,5,Uncommon
500,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,1B in Bitcoin,3,Common
501,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,2B in Bitcoin,9,Common
502,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,1,Common
503,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,10B in Bitcoin,9,Uncommon
504,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,1B in Bitcoin,7,Super Rare
505,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,9,Uncommon
506,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,2B in Bitcoin,3,Common
507,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,6,Uncommon
508,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,5B in Bitcoin,8,Common
509,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,1B in Bitcoin,8,Super Rare
510,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,5B in Bitcoin,4,Legendary
511,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,2B in Bitcoin,2,Ultra Rare
512,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,2B in Bitcoin,2,Uncommon
513,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,1B in Bitcoin,1,Super Rare
514,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,5B in Bitcoin,6,Common
515,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,1B in Bitcoin,5,Uncommon
516,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,7,Common
517,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,2,Rare
518,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,5B in Bitcoin,3,Uncommon
519,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,5B in Bitcoin,4,Ultra Rare
520,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,2B in Bitcoin,10,Super Rare
521,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,8,Rare
522,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,5,Rare
523,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,9,Uncommon
524,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,1B in Bitcoin,6,Ultra Rare
525,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,2B in Bitcoin,2,Uncommon
526,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,1B in Bitcoin,5,Rare
527,2,Bruno Driscoll,Bitcoin: magic money!,Coin,10B in Bitcoin,8,Common
528,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,1B in Bitcoin,1,Rare
529,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,10B in Bitcoin,10,Ultra Rare
530,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,2B in Bitcoin,10,Super Rare
531,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,1B in Bitcoin,9,Rare
532,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,1B in Bitcoin,4,Common
533,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,5B in Bitcoin,3,Common
534,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,4,Uncommon
535,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,50B in Bitcoin,2,Rare
536,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,2B in Bitcoin,6,Common
537,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,7,Uncommon
538,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,2B in Bitcoin,9,Common
539,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,10B in Bitcoin,6,Common
540,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,2B in Bitcoin,3,Common
541,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,1B in Bitcoin,4,Common
542,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,5B in Bitcoin,5,Common
543,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,10B in Bitcoin,6,Common
544,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,10B in Bitcoin,8,Common
545,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,2B in Bitcoin,6,Super Rare
546,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,8,Common
547,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,1B in Bitcoin,7,Rare
548,10,Simon Redwood,Bitcoin: freedom now!,Palm,1B in Bitcoin,3,Uncommon
549,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,50B in Bitcoin,5,Rare
550,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,9,Common
551,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,6,Common
552,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,1B in Bitcoin,2,Super Rare
553,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,10,Rare
554,45,Wilfred Sterling,Bitcoin: golden key!,Palm,1B in Bitcoin,8,Uncommon
555,23,Tobias Sinclair,Bitcoin: magical money!,Coin,10B in Bitcoin,3,Common
556,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,1B in Bitcoin,6,Common
557,13,Nathan Ellington,Bitcoin: tech hero!,Orange,1B in Bitcoin,3,Uncommon
558,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,5B in Bitcoin,4,Common
559,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,7,Uncommon
560,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,1B in Bitcoin,7,Common
561,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,1B in Bitcoin,7,Uncommon
562,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,1B in Bitcoin,8,Common
563,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,1B in Bitcoin,6,Rare
